date,num_requests,process_time_mean,process_time_min,process_time_max,cpu_mean,ram_mean
2021-01-08 03:00:00,0,0.0,0.0,0.0,0.15,0.8466666666666666
2021-01-08 03:30:00,0,0.0,0.0,0.0,0.1,0.4233333333333333
2021-01-08 04:00:00,0,0.0,0.0,0.0,0.0833333333333333,0.4233333333333333
2021-01-08 04:30:00,0,0.0,0.0,0.0,0.1166666666666666,0.8466666666666666
2021-01-08 05:00:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-08 05:30:00,0,0.0,0.0,0.0,0.1,1.2699999999999998
2021-01-08 06:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 06:30:00,0,0.0,0.0,0.0,0.1333333333333333,2.963333333333333
2021-01-08 07:00:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 07:30:00,0,0.0,0.0,0.0,0.1,0.8466666666666666
2021-01-08 08:00:00,1,34.0,34.0,34.0,0.15,1.2699999999999998
2021-01-08 08:30:00,6,71.5,40.0,94.0,0.45,1.6933333333333331
2021-01-08 09:00:00,12,81.83333333333333,76.0,94.0,0.8166666666666667,1.6933333333333331
2021-01-08 09:30:00,47,86.48936170212765,11.0,444.0,3.55,3.3866666666666663
2021-01-08 10:00:00,53,81.71698113207547,36.0,100.0,3.482,3.3866666666666663
2021-01-08 10:30:00,80,83.925,15.0,402.0,5.816666666666666,5.079999999999999
2021-01-08 11:00:00,66,91.9090909090909,18.0,647.0,5.283333333333333,4.233333333333333
2021-01-08 11:30:00,5,86.6,81.0,95.0,0.5,1.2699999999999998
2021-01-08 12:00:00,38,84.76315789473684,13.0,399.0,2.783333333333333,3.3866666666666663
2021-01-08 12:30:00,180,86.7611111111111,10.0,577.0,13.1,8.043333333333333
2021-01-08 13:00:00,164,85.51829268292683,12.0,436.0,11.633333333333333,8.043333333333333
2021-01-08 13:30:00,85,91.45882352941176,14.0,591.0,6.581333333333333,5.079999999999999
2021-01-08 14:00:00,75,83.14666666666666,8.0,389.0,5.15,4.233333333333333
